"age","workclass","education_num","occupation","capital_gain","capital_loss","hours_per_week","sex","group","race","relationship","marital_status","native_country","income","y","source_file","row_id"
32,"Private",13,"Farming-fishing",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23240
37,"Private",7,"Other-service",0,0,40,"Male","Male","White","Other-relative","Married-spouse-absent","El-Salvador","<=50K",0,"adult.data",23241
36,"Self-emp-inc",9,"Farming-fishing",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23242
64,"Private",9,"Craft-repair",2635,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23243
17,"Private",6,"Other-service",0,0,15,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23244
23,"Private",10,"Adm-clerical",0,0,15,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23245
40,"Private",10,"Adm-clerical",914,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23246
42,"State-gov",13,"Exec-managerial",15024,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23247
37,"Self-emp-not-inc",9,"Other-service",0,0,42,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23248
35,"Federal-gov",10,"Handlers-cleaners",0,0,40,"Female","Female","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",23249
56,"Self-emp-not-inc",9,"Other-service",0,0,50,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23250
52,"Private",13,"Craft-repair",0,0,40,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23251
37,"Local-gov",13,"Tech-support",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23252
48,"State-gov",16,"Prof-specialty",0,0,65,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23253
24,"Private",9,"Other-service",0,0,40,"Female","Female","White","Own-child","Divorced","Japan","<=50K",0,"adult.data",23254
33,"Private",11,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23255
39,"Private",11,"Tech-support",0,0,40,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","Philippines","<=50K",0,"adult.data",23256
34,"Private",9,"Adm-clerical",0,0,42,"Male","Male","Black","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23257
23,"Private",10,"Exec-managerial",0,0,24,"Male","Male","Other","Own-child","Never-married","Peru","<=50K",0,"adult.data",23258
49,"Private",9,"Sales",99999,0,65,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23259
18,"Private",9,"Other-service",0,0,25,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23260
20,"Private",8,"Machine-op-inspct",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23261
54,"Private",14,"Sales",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23262
19,"Private",10,"Adm-clerical",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23263
53,"Private",9,"Craft-repair",0,0,46,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23264
28,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23265
35,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23266
20,"Private",10,"Sales",0,0,20,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23267
31,"Private",10,"Adm-clerical",0,0,50,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23268
37,"Private",16,"Prof-specialty",0,0,40,"Female","Female","White","Unmarried","Separated","United-States","<=50K",0,"adult.data",23269
64,"Private",8,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Columbia","<=50K",0,"adult.data",23270
42,"Private",10,"Tech-support",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23271
27,"Private",10,"Sales",0,0,50,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23272
36,"Self-emp-not-inc",10,"Other-service",0,0,50,"Female","Female","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",23273
36,"Private",10,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23274
23,"Private",9,"Handlers-cleaners",0,0,40,"Male","Male","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",23275
46,"Private",9,"Craft-repair",3464,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23276
24,"Private",7,"Craft-repair",0,0,35,"Male","Male","Black","Not-in-family","Never-married","Jamaica","<=50K",0,"adult.data",23277
22,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23278
62,"Private",13,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23279
19,"Private",9,"Other-service",0,0,40,"Male","Male","White","Own-child","Never-married","Puerto-Rico","<=50K",0,"adult.data",23280
20,"Private",9,"Other-service",0,0,30,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23281
47,"Private",14,"Exec-managerial",15024,0,40,"Male","Male","Asian-Pac-Islander","Husband","Married-civ-spouse","Missing",">50K",1,"adult.data",23282
57,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23283
19,"Private",9,"Machine-op-inspct",0,0,35,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23284
37,"Local-gov",14,"Prof-specialty",0,0,45,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",23285
35,"Self-emp-inc",9,"Sales",0,0,65,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23286
17,"Private",8,"Sales",0,0,20,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23287
36,"Local-gov",10,"Adm-clerical",0,0,35,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23288
50,"Private",10,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23289
35,"Private",9,"Prof-specialty",3942,0,35,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",23290
27,"State-gov",16,"Prof-specialty",0,0,77,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23291
28,"Private",9,"Craft-repair",0,1740,30,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23292
29,"Self-emp-not-inc",15,"Prof-specialty",99999,0,60,"Male","Male","White","Not-in-family","Divorced","United-States",">50K",1,"adult.data",23293
25,"Private",9,"Craft-repair",0,0,40,"Male","Male","Black","Not-in-family","Separated","United-States","<=50K",0,"adult.data",23294
47,"Self-emp-inc",12,"Exec-managerial",0,0,67,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.data",23295
29,"State-gov",14,"Prof-specialty",0,0,45,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",23296
19,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23297
49,"Private",10,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23298
31,"Private",15,"Prof-specialty",0,0,25,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23299
43,"Federal-gov",12,"Prof-specialty",0,0,40,"Female","Female","Black","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",23300
56,"Self-emp-not-inc",7,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23301
42,"Private",9,"Craft-repair",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23302
45,"Federal-gov",10,"Prof-specialty",0,0,56,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23303
40,"Private",13,"Exec-managerial",0,0,40,"Female","Female","White","Unmarried","Widowed","United-States","<=50K",0,"adult.data",23304
44,"Private",10,"Adm-clerical",0,0,38,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23305
36,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23306
19,"Private",10,"Sales",0,0,20,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23307
53,"Local-gov",9,"Adm-clerical",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States",">50K",1,"adult.data",23308
72,"Self-emp-not-inc",10,"Craft-repair",0,0,35,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23309
46,"Private",11,"Transport-moving",0,0,60,"Male","Male","Amer-Indian-Eskimo","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23310
33,"Private",10,"Prof-specialty",0,0,37,"Female","Female","White","Unmarried","Separated","United-States","<=50K",0,"adult.data",23311
22,"Private",5,"Handlers-cleaners",0,0,40,"Male","Male","Asian-Pac-Islander","Own-child","Never-married","Philippines","<=50K",0,"adult.data",23312
41,"Private",9,"Tech-support",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","Missing",">50K",1,"adult.data",23313
46,"Private",5,"Machine-op-inspct",0,0,43,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23314
33,"Private",9,"Sales",0,0,20,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23315
32,"Private",1,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","Mexico","<=50K",0,"adult.data",23316
52,"Self-emp-not-inc",9,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23317
27,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23318
48,"State-gov",9,"Protective-serv",0,0,72,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23319
22,"Private",10,"Adm-clerical",0,0,35,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23320
25,"Private",9,"Other-service",0,0,50,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23321
38,"Private",11,"Sales",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23322
37,"Private",9,"Transport-moving",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23323
49,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23324
40,"Self-emp-not-inc",13,"Craft-repair",0,0,30,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23325
48,"Private",9,"Machine-op-inspct",3103,0,46,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23326
31,"Private",10,"Adm-clerical",0,0,40,"Female","Female","Black","Unmarried","Never-married","United-States","<=50K",0,"adult.data",23327
40,"Self-emp-not-inc",9,"Other-service",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23328
25,"Private",9,"Sales",0,0,37,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23329
68,"Private",13,"Exec-managerial",20051,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23330
19,"Private",8,"Farming-fishing",0,0,30,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23331
35,"Self-emp-inc",9,"Transport-moving",0,0,60,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23332
28,"Private",9,"Adm-clerical",0,0,50,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23333
53,"Private",9,"Sales",2597,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23334
33,"Private",10,"Transport-moving",0,0,41,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23335
20,"Private",9,"Handlers-cleaners",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23336
45,"Self-emp-not-inc",13,"Sales",0,0,35,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23337
36,"Private",13,"Exec-managerial",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23338
34,"Private",10,"Exec-managerial",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23339
32,"Private",10,"Adm-clerical",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23340
19,"Private",10,"Transport-moving",0,0,25,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23341
24,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23342
34,"Private",10,"Machine-op-inspct",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23343
32,"Private",9,"Adm-clerical",0,0,35,"Female","Female","White","Other-relative","Never-married","United-States","<=50K",0,"adult.data",23344
37,"Private",9,"Craft-repair",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23345
31,"Private",10,"Sales",0,0,40,"Female","Female","White","Unmarried","Separated","Mexico","<=50K",0,"adult.data",23346
21,"Private",10,"Other-service",0,0,35,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23347
47,"Private",9,"Transport-moving",0,0,85,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23348
23,"Private",10,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23349
33,"Private",14,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23350
17,"Private",9,"Adm-clerical",0,0,20,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23351
67,"Private",9,"Handlers-cleaners",0,0,24,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23352
57,"Private",14,"Prof-specialty",0,0,55,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23353
17,"Private",7,"Handlers-cleaners",0,0,20,"Male","Male","White","Own-child","Never-married","Peru","<=50K",0,"adult.data",23354
53,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23355
25,"Self-emp-not-inc",10,"Craft-repair",3103,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23356
24,"State-gov",9,"Transport-moving",0,0,49,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23357
48,"Self-emp-not-inc",10,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23358
51,"Private",14,"Exec-managerial",0,1887,47,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23359
38,"Private",9,"Protective-serv",0,0,40,"Male","Male","Black","Not-in-family","Separated","United-States","<=50K",0,"adult.data",23360
51,"Private",9,"Prof-specialty",0,0,46,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23361
18,"Private",9,"Tech-support",0,0,10,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23362
23,"Private",10,"Sales",0,0,40,"Female","Female","White","Unmarried","Separated","United-States","<=50K",0,"adult.data",23363
42,"Private",10,"Craft-repair",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23364
34,"Private",9,"Other-service",0,0,35,"Female","Female","White","Not-in-family","Separated","Missing","<=50K",0,"adult.data",23365
39,"Private",9,"Machine-op-inspct",0,0,40,"Male","Male","White","Unmarried","Never-married","United-States","<=50K",0,"adult.data",23366
39,"Private",10,"Other-service",0,0,40,"Female","Female","Black","Unmarried","Never-married","United-States","<=50K",0,"adult.data",23367
21,"Self-emp-not-inc",10,"Farming-fishing",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23368
26,"Private",4,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Never-married","Mexico","<=50K",0,"adult.data",23369
54,"Federal-gov",10,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23370
34,"Private",10,"Sales",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23371
32,"State-gov",9,"Transport-moving",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23372
59,"Self-emp-not-inc",4,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23373
54,"Private",13,"Sales",0,0,40,"Female","Female","White","Unmarried","Widowed","United-States","<=50K",0,"adult.data",23374
54,"Private",13,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23375
67,"Private",9,"Sales",991,0,18,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.data",23376
33,"Private",9,"Prof-specialty",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23377
37,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",23378
47,"Private",13,"Other-service",0,0,25,"Female","Female","White","Not-in-family","Divorced","Germany","<=50K",0,"adult.data",23379
51,"Private",9,"Other-service",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23380
45,"Private",9,"Transport-moving",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23381
19,"Private",9,"Other-service",0,0,30,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23382
58,"Self-emp-inc",16,"Prof-specialty",0,0,24,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23383
27,"Private",9,"Craft-repair",3325,0,40,"Male","Male","Black","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23384
36,"Private",10,"Other-service",0,1617,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23385
51,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23386
45,"Self-emp-not-inc",14,"Prof-specialty",0,0,60,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23387
32,"Private",9,"Adm-clerical",3887,0,40,"Male","Male","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23388
59,"Private",9,"Other-service",0,0,40,"Female","Female","Black","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23389
45,"Self-emp-not-inc",13,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23390
54,"Private",6,"Prof-specialty",14344,0,68,"Male","Male","White","Unmarried","Divorced","United-States",">50K",1,"adult.data",23391
29,"Local-gov",13,"Prof-specialty",0,0,42,"Female","Female","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",23392
28,"Private",7,"Other-service",0,0,40,"Female","Female","Black","Not-in-family","Never-married","Jamaica","<=50K",0,"adult.data",23393
18,"Self-emp-not-inc",7,"Sales",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23394
49,"Private",13,"Prof-specialty",0,0,50,"Female","Female","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23395
46,"Private",9,"Craft-repair",0,0,30,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23396
56,"Private",13,"Prof-specialty",0,0,45,"Female","Female","White","Not-in-family","Never-married","Mexico","<=50K",0,"adult.data",23397
41,"Private",12,"Exec-managerial",0,0,50,"Female","Female","Black","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23398
50,"Self-emp-inc",15,"Prof-specialty",0,2415,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23399
74,"Self-emp-not-inc",10,"Prof-specialty",0,1648,35,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23400
30,"Private",9,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23401
62,"Private",9,"Craft-repair",0,0,40,"Female","Female","Black","Unmarried","Widowed","United-States","<=50K",0,"adult.data",23402
19,"Private",9,"Machine-op-inspct",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23403
29,"Private",9,"Adm-clerical",0,0,40,"Female","Female","Black","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",23404
36,"Private",4,"Farming-fishing",0,0,35,"Male","Male","White","Husband","Married-civ-spouse","Mexico","<=50K",0,"adult.data",23405
36,"Private",9,"Other-service",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23406
51,"Local-gov",12,"Adm-clerical",0,1628,30,"Female","Female","White","Wife","Married-civ-spouse","United-States","<=50K",0,"adult.data",23407
37,"Self-emp-not-inc",10,"Exec-managerial",4386,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23408
29,"Self-emp-not-inc",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23409
17,"Private",6,"Handlers-cleaners",0,0,20,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23410
18,"Private",9,"Adm-clerical",0,0,20,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23411
40,"Self-emp-inc",13,"Prof-specialty",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23412
26,"Self-emp-inc",13,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23413
42,"Self-emp-not-inc",10,"Craft-repair",0,0,45,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23414
32,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23415
33,"Private",5,"Transport-moving",0,0,40,"Male","Male","White","Other-relative","Married-civ-spouse","Mexico","<=50K",0,"adult.data",23416
43,"Private",13,"Machine-op-inspct",0,1902,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23417
47,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23418
37,"Private",10,"Tech-support",0,0,40,"Female","Female","Black","Own-child","Never-married","United-States","<=50K",0,"adult.data",23419
37,"Private",9,"Other-service",0,0,30,"Male","Male","White","Husband","Married-civ-spouse","Mexico","<=50K",0,"adult.data",23420
50,"Private",10,"Adm-clerical",0,0,35,"Female","Female","White","Other-relative","Married-civ-spouse","United-States",">50K",1,"adult.data",23421
19,"Private",9,"Sales",0,0,50,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23422
32,"Local-gov",10,"Other-service",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23423
44,"Local-gov",11,"Tech-support",0,0,40,"Male","Male","Asian-Pac-Islander","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23424
20,"Private",10,"Other-service",0,0,16,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23425
29,"Private",10,"Tech-support",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23426
34,"Private",11,"Prof-specialty",0,0,40,"Female","Female","White","Unmarried","Never-married","Germany","<=50K",0,"adult.data",23427
44,"Local-gov",13,"Exec-managerial",0,0,52,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23428
18,"Private",7,"Other-service",0,0,20,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23429
22,"Private",10,"Tech-support",0,0,40,"Female","Female","White","Other-relative","Never-married","United-States","<=50K",0,"adult.data",23430
39,"State-gov",16,"Prof-specialty",0,0,40,"Female","Female","White","Not-in-family","Divorced","United-States",">50K",1,"adult.data",23431
26,"Local-gov",10,"Protective-serv",0,0,40,"Male","Male","White","Not-in-family","Never-married","Peru","<=50K",0,"adult.data",23432
21,"Private",10,"Other-service",0,0,40,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23433
49,"Local-gov",13,"Prof-specialty",0,0,50,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23434
24,"Private",12,"Machine-op-inspct",0,0,20,"Male","Male","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23435
26,"Private",13,"Exec-managerial",0,0,60,"Male","Male","White","Not-in-family","Never-married","Missing","<=50K",0,"adult.data",23436
25,"Private",10,"Protective-serv",0,0,60,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23437
30,"Private",12,"Prof-specialty",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23438
52,"Private",13,"Prof-specialty",0,0,38,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23439
30,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23440
20,"Private",9,"Adm-clerical",0,0,40,"Male","Male","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23441
31,"Private",9,"Handlers-cleaners",0,0,40,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23442
44,"Private",13,"Exec-managerial",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23443
46,"Self-emp-inc",10,"Sales",0,0,60,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23444
31,"Private",9,"Farming-fishing",0,0,40,"Female","Female","White","Own-child","Never-married","United-States","<=50K",0,"adult.data",23445
57,"Private",4,"Other-service",0,0,10,"Female","Female","White","Not-in-family","Widowed","United-States","<=50K",0,"adult.data",23446
58,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23447
41,"Private",9,"Craft-repair",0,0,40,"Male","Male","White","Husband","Married-civ-spouse","United-States","<=50K",0,"adult.data",23448
23,"Private",9,"Adm-clerical",0,0,40,"Female","Female","White","Not-in-family","Never-married","United-States","<=50K",0,"adult.data",23449
47,"Private",9,"Other-service",0,0,40,"Female","Female","White","Unmarried","Divorced","United-States","<=50K",0,"adult.data",23450
72,"Self-emp-not-inc",15,"Prof-specialty",0,2246,28,"Male","Male","White","Husband","Married-civ-spouse","United-States",">50K",1,"adult.data",23451
26,"Self-emp-not-inc",13,"Exec-managerial",0,1876,38,"Male","Male","White","Not-in-family","Divorced","United-States","<=50K",0,"adult.data",23452
